year,metric,category,value,units,source,yoy_change_pct,moving_avg_3yr
2009,Electricity Installed Capacity (MW),Geothermal energy,,MW,IRENA,,
2010,Electricity Installed Capacity (MW),Geothermal energy,,MW,IRENA,,
2011,Electricity Installed Capacity (MW),Geothermal energy,,MW,IRENA,,
2012,Electricity Installed Capacity (MW),Geothermal energy,,MW,IRENA,,
2013,Electricity Installed Capacity (MW),Geothermal energy,,MW,IRENA,,
2014,Electricity Installed Capacity (MW),Geothermal energy,,MW,IRENA,,
2015,Electricity Installed Capacity (MW),Geothermal energy,,MW,IRENA,,
2016,Electricity Installed Capacity (MW),Geothermal energy,,MW,IRENA,,
2017,Electricity Installed Capacity (MW),Geothermal energy,,MW,IRENA,,
2018,Electricity Installed Capacity (MW),Geothermal energy,,MW,IRENA,,
2019,Electricity Installed Capacity (MW),Geothermal energy,,MW,IRENA,,
2020,Electricity Installed Capacity (MW),Geothermal energy,,MW,IRENA,,
2021,Electricity Installed Capacity (MW),Geothermal energy,,MW,IRENA,,
2022,Electricity Installed Capacity (MW),Geothermal energy,,MW,IRENA,,
2000,Electricity Installed Capacity (MW),Marine energy,,MW,IRENA,,
2001,Electricity Installed Capacity (MW),Marine energy,,MW,IRENA,,
2002,Electricity Installed Capacity (MW),Marine energy,,MW,IRENA,,
2003,Electricity Installed Capacity (MW),Marine energy,,MW,IRENA,,
2004,Electricity Installed Capacity (MW),Marine energy,,MW,IRENA,,
2005,Electricity Installed Capacity (MW),Marine energy,,MW,IRENA,,
2006,Electricity Installed Capacity (MW),Marine energy,,MW,IRENA,,
2007,Electricity Installed Capacity (MW),Marine energy,,MW,IRENA,,
2008,Electricity Installed Capacity (MW),Marine energy,,MW,IRENA,,
2009,Electricity Installed Capacity (MW),Marine energy,,MW,IRENA,,
2010,Electricity Installed Capacity (MW),Marine energy,,MW,IRENA,,
2011,Electricity Installed Capacity (MW),Marine energy,,MW,IRENA,,
2012,Electricity Installed Capacity (MW),Marine energy,,MW,IRENA,,
2013,Electricity Installed Capacity (MW),Marine energy,,MW,IRENA,,
2014,Electricity Installed Capacity (MW),Marine energy,,MW,IRENA,,
2015,Electricity Installed Capacity (MW),Marine energy,,MW,IRENA,,
2016,Electricity Installed Capacity (MW),Marine energy,,MW,IRENA,,
2017,Electricity Installed Capacity (MW),Marine energy,,MW,IRENA,,
2018,Electricity Installed Capacity (MW),Marine energy,,MW,IRENA,,
2019,Electricity Installed Capacity (MW),Marine energy,,MW,IRENA,,
2020,Electricity Installed Capacity (MW),Marine energy,,MW,IRENA,,
2021,Electricity Installed Capacity (MW),Marine energy,,MW,IRENA,,
2022,Electricity Installed Capacity (MW),Marine energy,,MW,IRENA,,
2001,Electricity Installed Capacity (MW),Multiple renewables*,,MW,IRENA,,
2003,Electricity Installed Capacity (MW),Multiple renewables*,,MW,IRENA,,
2004,Electricity Installed Capacity (MW),Multiple renewables*,,MW,IRENA,,
2005,Electricity Installed Capacity (MW),Multiple renewables*,,MW,IRENA,,
2006,Electricity Installed Capacity (MW),Multiple renewables*,,MW,IRENA,,
2007,Electricity Installed Capacity (MW),Multiple renewables*,,MW,IRENA,,
2008,Electricity Installed Capacity (MW),Multiple renewables*,,MW,IRENA,,
2009,Electricity Installed Capacity (MW),Multiple renewables*,,MW,IRENA,,
2010,Electricity Installed Capacity (MW),Multiple renewables*,,MW,IRENA,,
2011,Electricity Installed Capacity (MW),Multiple renewables*,,MW,IRENA,,
2012,Electricity Installed Capacity (MW),Multiple renewables*,,MW,IRENA,,
2013,Electricity Installed Capacity (MW),Multiple renewables*,,MW,IRENA,,
2014,Electricity Installed Capacity (MW),Multiple renewables*,,MW,IRENA,,
2015,Electricity Installed Capacity (MW),Multiple renewables*,,MW,IRENA,,
2016,Electricity Installed Capacity (MW),Multiple renewables*,,MW,IRENA,,
2017,Electricity Installed Capacity (MW),Multiple renewables*,,MW,IRENA,,
2019,Electricity Installed Capacity (MW),Multiple renewables*,,MW,IRENA,,
2020,Electricity Installed Capacity (MW),Multiple renewables*,,MW,IRENA,,
2021,Electricity Installed Capacity (MW),Multiple renewables*,,MW,IRENA,,
2022,Electricity Installed Capacity (MW),Multiple renewables*,,MW,IRENA,,
2011,Electricity Installed Capacity (MW),Natural gas,,MW,IRENA,,
2014,Electricity Installed Capacity (MW),Natural gas,,MW,IRENA,,
2015,Electricity Installed Capacity (MW),Natural gas,,MW,IRENA,,
2000,Electricity Installed Capacity (MW),Nuclear,462.0,MW,IRENA,,462.0
2001,Electricity Installed Capacity (MW),Nuclear,462.0,MW,IRENA,0.0,462.0
2002,Electricity Installed Capacity (MW),Nuclear,462.0,MW,IRENA,0.0,462.0
2003,Electricity Installed Capacity (MW),Nuclear,462.0,MW,IRENA,0.0,462.0
2004,Electricity Installed Capacity (MW),Nuclear,,MW,IRENA,,462.0
2004,Electricity Installed Capacity (MW),Nuclear,462.0,MW,IRENA,,462.0
2005,Electricity Installed Capacity (MW),Nuclear,462.0,MW,IRENA,0.0,462.0
2006,Electricity Installed Capacity (MW),Nuclear,,MW,IRENA,,462.0
2006,Electricity Installed Capacity (MW),Nuclear,462.0,MW,IRENA,,462.0
2007,Electricity Installed Capacity (MW),Nuclear,462.0,MW,IRENA,0.0,462.0
2008,Electricity Installed Capacity (MW),Nuclear,,MW,IRENA,,462.0
2008,Electricity Installed Capacity (MW),Nuclear,462.0,MW,IRENA,,462.0
2009,Electricity Installed Capacity (MW),Nuclear,,MW,IRENA,,462.0
2009,Electricity Installed Capacity (MW),Nuclear,462.0,MW,IRENA,,462.0
2010,Electricity Installed Capacity (MW),Nuclear,,MW,IRENA,,462.0
2010,Electricity Installed Capacity (MW),Nuclear,462.0,MW,IRENA,,462.0
2011,Electricity Installed Capacity (MW),Nuclear,,MW,IRENA,,462.0
2011,Electricity Installed Capacity (MW),Nuclear,787.0,MW,IRENA,,624.5
2012,Electricity Installed Capacity (MW),Nuclear,,MW,IRENA,,787.0
2012,Electricity Installed Capacity (MW),Nuclear,787.0,MW,IRENA,,787.0
2013,Electricity Installed Capacity (MW),Nuclear,787.0,MW,IRENA,0.0,787.0
2014,Electricity Installed Capacity (MW),Nuclear,,MW,IRENA,,787.0
2014,Electricity Installed Capacity (MW),Nuclear,787.0,MW,IRENA,,787.0
2015,Electricity Installed Capacity (MW),Nuclear,787.0,MW,IRENA,0.0,787.0
2016,Electricity Installed Capacity (MW),Nuclear,752.0,MW,IRENA,-4.447268106734435,775.3333333333334
2017,Electricity Installed Capacity (MW),Nuclear,1142.0,MW,IRENA,51.86170212765957,893.6666666666666
2018,Electricity Installed Capacity (MW),Nuclear,1142.0,MW,IRENA,0.0,1012.0
2019,Electricity Installed Capacity (MW),Nuclear,1142.0,MW,IRENA,0.0,1142.0
2020,Electricity Installed Capacity (MW),Nuclear,1142.0,MW,IRENA,0.0,1142.0
2021,Electricity Installed Capacity (MW),Nuclear,2287.0,MW,IRENA,100.26269702276707,1523.6666666666667
2022,Electricity Installed Capacity (MW),Nuclear,3620.0,MW,IRENA,58.28596414516834,2349.6666666666665
2023,Electricity Installed Capacity (MW),Nuclear,3620.0,MW,IRENA,0.0,3175.6666666666665
2000,Electricity Installed Capacity (MW),Onshore wind energy,,MW,IRENA,,
2001,Electricity Installed Capacity (MW),Onshore wind energy,,MW,IRENA,,
2002,Electricity Installed Capacity (MW),Onshore wind energy,,MW,IRENA,,
2003,Electricity Installed Capacity (MW),Onshore wind energy,,MW,IRENA,,
2004,Electricity Installed Capacity (MW),Onshore wind energy,,MW,IRENA,,
2005,Electricity Installed Capacity (MW),Onshore wind energy,,MW,IRENA,,
2006,Electricity Installed Capacity (MW),Onshore wind energy,,MW,IRENA,,
2007,Electricity Installed Capacity (MW),Onshore wind energy,,MW,IRENA,,
2008,Electricity Installed Capacity (MW),Onshore wind energy,,MW,IRENA,,
2008,Electricity Installed Capacity (MW),Onshore wind energy,6.0,MW,IRENA,,6.0
2009,Electricity Installed Capacity (MW),Onshore wind energy,,MW,IRENA,,6.0
2009,Electricity Installed Capacity (MW),Onshore wind energy,6.0,MW,IRENA,,6.0
2010,Electricity Installed Capacity (MW),Onshore wind energy,,MW,IRENA,,6.0
2010,Electricity Installed Capacity (MW),Onshore wind energy,6.0,MW,IRENA,,6.0
2011,Electricity Installed Capacity (MW),Onshore wind energy,,MW,IRENA,,6.0
2011,Electricity Installed Capacity (MW),Onshore wind energy,6.0,MW,IRENA,,6.0
2012,Electricity Installed Capacity (MW),Onshore wind energy,,MW,IRENA,,6.0
2012,Electricity Installed Capacity (MW),Onshore wind energy,0.155,MW,IRENA,,3.0775
2012,Electricity Installed Capacity (MW),Onshore wind energy,56.0,MW,IRENA,36029.032258064515,28.0775
2013,Electricity Installed Capacity (MW),Onshore wind energy,,MW,IRENA,,28.0775
2013,Electricity Installed Capacity (MW),Onshore wind energy,0.155,MW,IRENA,,28.0775
2013,Electricity Installed Capacity (MW),Onshore wind energy,105.9,MW,IRENA,68222.58064516129,53.0275
2014,Electricity Installed Capacity (MW),Onshore wind energy,,MW,IRENA,,53.0275
2014,Electricity Installed Capacity (MW),Onshore wind energy,0.155,MW,IRENA,,53.0275
2014,Electricity Installed Capacity (MW),Onshore wind energy,205.4,MW,IRENA,132416.12903225806,102.7775
2015,Electricity Installed Capacity (MW),Onshore wind energy,,MW,IRENA,,102.7775
2015,Electricity Installed Capacity (MW),Onshore wind energy,0.155,MW,IRENA,,102.7775
2015,Electricity Installed Capacity (MW),Onshore wind energy,308.2,MW,IRENA,198738.70967741936,154.1775
2016,Electricity Installed Capacity (MW),Onshore wind energy,,MW,IRENA,,154.1775
2016,Electricity Installed Capacity (MW),Onshore wind energy,0.155,MW,IRENA,,154.17749999999998
2016,Electricity Installed Capacity (MW),Onshore wind energy,590.5,MW,IRENA,380867.7419354839,295.3275
2017,Electricity Installed Capacity (MW),Onshore wind energy,,MW,IRENA,,295.3275
2017,Electricity Installed Capacity (MW),Onshore wind energy,0.155,MW,IRENA,,295.3275
2017,Electricity Installed Capacity (MW),Onshore wind energy,789.0,MW,IRENA,508932.2580645162,394.5775
2018,Electricity Installed Capacity (MW),Onshore wind energy,,MW,IRENA,,394.5775
2018,Electricity Installed Capacity (MW),Onshore wind energy,0.155,MW,IRENA,,394.5775
2018,Electricity Installed Capacity (MW),Onshore wind energy,1185.7,MW,IRENA,764867.7419354839,592.9275
2019,Electricity Installed Capacity (MW),Onshore wind energy,,MW,IRENA,,592.9275
2019,Electricity Installed Capacity (MW),Onshore wind energy,0.155,MW,IRENA,,592.9275
2019,Electricity Installed Capacity (MW),Onshore wind energy,1235.7,MW,IRENA,797125.806451613,617.9275
2020,Electricity Installed Capacity (MW),Onshore wind energy,,MW,IRENA,,617.9275
2020,Electricity Installed Capacity (MW),Onshore wind energy,0.155,MW,IRENA,,617.9275
2020,Electricity Installed Capacity (MW),Onshore wind energy,1235.7,MW,IRENA,797125.806451613,617.9275
2021,Electricity Installed Capacity (MW),Onshore wind energy,,MW,IRENA,,617.9275
2021,Electricity Installed Capacity (MW),Onshore wind energy,0.155,MW,IRENA,,617.9275
2021,Electricity Installed Capacity (MW),Onshore wind energy,1335.0,MW,IRENA,861190.3225806452,667.5775
2022,Electricity Installed Capacity (MW),Onshore wind energy,,MW,IRENA,,667.5775
2022,Electricity Installed Capacity (MW),Onshore wind energy,0.155,MW,IRENA,,667.5775
2022,Electricity Installed Capacity (MW),Onshore wind energy,1845.0,MW,IRENA,1190222.5806451614,922.5775
2023,Electricity Installed Capacity (MW),Onshore wind energy,0.155,MW,IRENA,-99.99159891598917,615.1033333333334
2023,Electricity Installed Capacity (MW),Onshore wind energy,1845.0,MW,IRENA,1190222.5806451614,1230.0516666666665
2000,Electricity Installed Capacity (MW),Renewable hydropower,,MW,IRENA,,
2000,Electricity Installed Capacity (MW),Renewable hydropower,0.59,MW,IRENA,,0.59
2000,Electricity Installed Capacity (MW),Renewable hydropower,4959.7,MW,IRENA,840527.1186440678,2480.145
2001,Electricity Installed Capacity (MW),Renewable hydropower,,MW,IRENA,,2480.145
2001,Electricity Installed Capacity (MW),Renewable hydropower,0.59,MW,IRENA,,2480.145
2001,Electricity Installed Capacity (MW),Renewable hydropower,5097.7,MW,IRENA,863916.9491525423,2549.145
2002,Electricity Installed Capacity (MW),Renewable hydropower,,MW,IRENA,,2549.145
2002,Electricity Installed Capacity (MW),Renewable hydropower,0.59,MW,IRENA,,2549.145
2002,Electricity Installed Capacity (MW),Renewable hydropower,5097.7,MW,IRENA,863916.9491525423,2549.145
2003,Electricity Installed Capacity (MW),Renewable hydropower,,MW,IRENA,,2549.145
2003,Electricity Installed Capacity (MW),Renewable hydropower,0.59,MW,IRENA,,2549.145
2003,Electricity Installed Capacity (MW),Renewable hydropower,5678.7,MW,IRENA,962391.5254237289,2839.645
2004,Electricity Installed Capacity (MW),Renewable hydropower,,MW,IRENA,,2839.645
2004,Electricity Installed Capacity (MW),Renewable hydropower,0.59,MW,IRENA,,2839.645
2004,Electricity Installed Capacity (MW),Renewable hydropower,6548.7,MW,IRENA,1109849.152542373,3274.645
2005,Electricity Installed Capacity (MW),Renewable hydropower,,MW,IRENA,,3274.645
2005,Electricity Installed Capacity (MW),Renewable hydropower,0.59,MW,IRENA,,3274.645
2005,Electricity Installed Capacity (MW),Renewable hydropower,6550.1,MW,IRENA,1110086.4406779662,3275.3450000000003
2006,Electricity Installed Capacity (MW),Renewable hydropower,,MW,IRENA,,3275.3450000000003
2006,Electricity Installed Capacity (MW),Renewable hydropower,0.59,MW,IRENA,,3275.3450000000003
2006,Electricity Installed Capacity (MW),Renewable hydropower,6536.1,MW,IRENA,1107713.559322034,3268.3450000000003
2007,Electricity Installed Capacity (MW),Renewable hydropower,,MW,IRENA,,3268.3450000000003
2007,Electricity Installed Capacity (MW),Renewable hydropower,0.59,MW,IRENA,,3268.3450000000003
2007,Electricity Installed Capacity (MW),Renewable hydropower,6554.4,MW,IRENA,1110815.2542372881,3277.495
2008,Electricity Installed Capacity (MW),Renewable hydropower,,MW,IRENA,,3277.495
2008,Electricity Installed Capacity (MW),Renewable hydropower,1.625,MW,IRENA,,3278.0125
2008,Electricity Installed Capacity (MW),Renewable hydropower,6651.6,MW,IRENA,409229.2307692308,3326.6125
2009,Electricity Installed Capacity (MW),Renewable hydropower,,MW,IRENA,,3326.6125
2009,Electricity Installed Capacity (MW),Renewable hydropower,5.75,MW,IRENA,,3328.675
2009,Electricity Installed Capacity (MW),Renewable hydropower,6651.6,MW,IRENA,115580.0,3328.675
2010,Electricity Installed Capacity (MW),Renewable hydropower,,MW,IRENA,,3328.675
2010,Electricity Installed Capacity (MW),Renewable hydropower,11.32,MW,IRENA,,3331.46
2010,Electricity Installed Capacity (MW),Renewable hydropower,6723.6,MW,IRENA,59295.75971731449,3367.46
2011,Electricity Installed Capacity (MW),Renewable hydropower,,MW,IRENA,,3367.46
2011,Electricity Installed Capacity (MW),Renewable hydropower,12.596,MW,IRENA,,3368.098
2011,Electricity Installed Capacity (MW),Renewable hydropower,6725.8,MW,IRENA,53296.316290886,3369.198
2012,Electricity Installed Capacity (MW),Renewable hydropower,,MW,IRENA,,3369.198
2012,Electricity Installed Capacity (MW),Renewable hydropower,16.104,MW,IRENA,,3370.952
2012,Electricity Installed Capacity (MW),Renewable hydropower,6761.8,MW,IRENA,41888.325881768505,3388.952
2013,Electricity Installed Capacity (MW),Renewable hydropower,,MW,IRENA,,3388.952
2013,Electricity Installed Capacity (MW),Renewable hydropower,17.074,MW,IRENA,,3389.437
2013,Electricity Installed Capacity (MW),Renewable hydropower,7072.3,MW,IRENA,41321.459529108586,3544.687
2014,Electricity Installed Capacity (MW),Renewable hydropower,,MW,IRENA,,3544.687
2014,Electricity Installed Capacity (MW),Renewable hydropower,17.539,MW,IRENA,,3544.9195
2014,Electricity Installed Capacity (MW),Renewable hydropower,7202.3,MW,IRENA,40964.48486230686,3609.9195
2015,Electricity Installed Capacity (MW),Renewable hydropower,,MW,IRENA,,3609.9195
2015,Electricity Installed Capacity (MW),Renewable hydropower,18.789,MW,IRENA,,3610.5445
2015,Electricity Installed Capacity (MW),Renewable hydropower,7202.3,MW,IRENA,38232.534993879395,3610.5445
2016,Electricity Installed Capacity (MW),Renewable hydropower,,MW,IRENA,,3610.5445
2016,Electricity Installed Capacity (MW),Renewable hydropower,21.544,MW,IRENA,,3611.922
2016,Electricity Installed Capacity (MW),Renewable hydropower,7232.2,MW,IRENA,33469.43928704047,3626.872
2017,Electricity Installed Capacity (MW),Renewable hydropower,,MW,IRENA,,3626.872
2017,Electricity Installed Capacity (MW),Renewable hydropower,21.58,MW,IRENA,,3626.89
2017,Electricity Installed Capacity (MW),Renewable hydropower,7384.0,MW,IRENA,34116.86746987952,3702.79
2018,Electricity Installed Capacity (MW),Renewable hydropower,,MW,IRENA,,3702.79
2018,Electricity Installed Capacity (MW),Renewable hydropower,21.66,MW,IRENA,,3702.83
2018,Electricity Installed Capacity (MW),Renewable hydropower,9884.0,MW,IRENA,45532.50230840259,4952.83
2019,Electricity Installed Capacity (MW),Renewable hydropower,,MW,IRENA,,4952.83
2019,Electricity Installed Capacity (MW),Renewable hydropower,23.666,MW,IRENA,,4953.833
2019,Electricity Installed Capacity (MW),Renewable hydropower,9901.0,MW,IRENA,41736.38975745796,4962.333
2020,Electricity Installed Capacity (MW),Renewable hydropower,,MW,IRENA,,4962.333
2020,Electricity Installed Capacity (MW),Renewable hydropower,23.666,MW,IRENA,,4962.333
2020,Electricity Installed Capacity (MW),Renewable hydropower,10021.0,MW,IRENA,42243.44629426181,5022.333
2021,Electricity Installed Capacity (MW),Renewable hydropower,,MW,IRENA,,5022.333
2021,Electricity Installed Capacity (MW),Renewable hydropower,23.666,MW,IRENA,,5022.333
2021,Electricity Installed Capacity (MW),Renewable hydropower,10021.0,MW,IRENA,42243.44629426181,5022.333
2022,Electricity Installed Capacity (MW),Renewable hydropower,,MW,IRENA,,5022.333
2022,Electricity Installed Capacity (MW),Renewable hydropower,23.666,MW,IRENA,,5022.333
2022,Electricity Installed Capacity (MW),Renewable hydropower,10612.0,MW,IRENA,44740.69973802079,5317.833
2023,Electricity Installed Capacity (MW),Renewable hydropower,23.666,MW,IRENA,-99.77698831511496,3553.110666666666
2023,Electricity Installed Capacity (MW),Renewable hydropower,10612.0,MW,IRENA,44740.69973802079,7082.555333333333
2000,Electricity Installed Capacity (MW),Solar energy,,MW,IRENA,,
2001,Electricity Installed Capacity (MW),Solar energy,,MW,IRENA,,
2002,Electricity Installed Capacity (MW),Solar energy,,MW,IRENA,,
2003,Electricity Installed Capacity (MW),Solar energy,,MW,IRENA,,
2004,Electricity Installed Capacity (MW),Solar energy,,MW,IRENA,,
2005,Electricity Installed Capacity (MW),Solar energy,,MW,IRENA,,
2006,Electricity Installed Capacity (MW),Solar energy,,MW,IRENA,,
2007,Electricity Installed Capacity (MW),Solar energy,,MW,IRENA,,
2008,Electricity Installed Capacity (MW),Solar energy,,MW,IRENA,,
2009,Electricity Installed Capacity (MW),Solar energy,,MW,IRENA,,
2010,Electricity Installed Capacity (MW),Solar energy,,MW,IRENA,,
2011,Electricity Installed Capacity (MW),Solar energy,,MW,IRENA,,
2012,Electricity Installed Capacity (MW),Solar energy,,MW,IRENA,,
2013,Electricity Installed Capacity (MW),Solar energy,,MW,IRENA,,
2014,Electricity Installed Capacity (MW),Solar energy,,MW,IRENA,,
2015,Electricity Installed Capacity (MW),Solar energy,,MW,IRENA,,
2016,Electricity Installed Capacity (MW),Solar energy,,MW,IRENA,,
2017,Electricity Installed Capacity (MW),Solar energy,,MW,IRENA,,
2018,Electricity Installed Capacity (MW),Solar energy,,MW,IRENA,,
2019,Electricity Installed Capacity (MW),Solar energy,,MW,IRENA,,
2020,Electricity Installed Capacity (MW),Solar energy,,MW,IRENA,,
2021,Electricity Installed Capacity (MW),Solar energy,,MW,IRENA,,
2022,Electricity Installed Capacity (MW),Solar energy,,MW,IRENA,,
2002,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,
2007,Electricity Installed Capacity (MW),Solar photovoltaic,0.14,MW,IRENA,,0.14
2008,Electricity Installed Capacity (MW),Solar photovoltaic,1.14,MW,IRENA,714.2857142857141,0.6399999999999999
2009,Electricity Installed Capacity (MW),Solar photovoltaic,6.67,MW,IRENA,485.08771929824564,2.65
2010,Electricity Installed Capacity (MW),Solar photovoltaic,0.006,MW,IRENA,-99.91004497751123,2.6053333333333333
2010,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,3.338
2010,Electricity Installed Capacity (MW),Solar photovoltaic,9.25,MW,IRENA,,4.628
2011,Electricity Installed Capacity (MW),Solar photovoltaic,0.013,MW,IRENA,-99.85945945945946,4.6315
2011,Electricity Installed Capacity (MW),Solar photovoltaic,18.6,MW,IRENA,142976.92307692306,9.287666666666667
2011,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,9.3065
2012,Electricity Installed Capacity (MW),Solar photovoltaic,0.073,MW,IRENA,,9.3365
2012,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,0.073
2012,Electricity Installed Capacity (MW),Solar photovoltaic,45.57,MW,IRENA,,22.8215
2012,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,45.57
2013,Electricity Installed Capacity (MW),Solar photovoltaic,0.162,MW,IRENA,,22.865999999999996
2013,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,0.162
2013,Electricity Installed Capacity (MW),Solar photovoltaic,100.34,MW,IRENA,,50.251
2013,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,100.34
2014,Electricity Installed Capacity (MW),Solar photovoltaic,0.294,MW,IRENA,,50.31699999999999
2014,Electricity Installed Capacity (MW),Solar photovoltaic,164.91,MW,IRENA,55991.836734693876,82.60199999999999
2014,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,82.60199999999999
2015,Electricity Installed Capacity (MW),Solar photovoltaic,0.444,MW,IRENA,,82.67699999999998
2015,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,0.444
2015,Electricity Installed Capacity (MW),Solar photovoltaic,264.91,MW,IRENA,,132.677
2015,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,264.91
2016,Electricity Installed Capacity (MW),Solar photovoltaic,0.507,MW,IRENA,,132.7085
2016,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,0.507
2016,Electricity Installed Capacity (MW),Solar photovoltaic,588.91,MW,IRENA,,294.70849999999996
2016,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,588.91
2016,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,588.91
2017,Electricity Installed Capacity (MW),Solar photovoltaic,12.315,MW,IRENA,,12.315
2017,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,12.315
2017,Electricity Installed Capacity (MW),Solar photovoltaic,642.91,MW,IRENA,,327.6125
2017,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,642.91
2017,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,642.91
2017,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,
2018,Electricity Installed Capacity (MW),Solar photovoltaic,13.382,MW,IRENA,,13.382
2018,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,13.382
2018,Electricity Installed Capacity (MW),Solar photovoltaic,666.91,MW,IRENA,,340.14599999999996
2018,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,666.91
2018,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,666.91
2018,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,
2018,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,
2019,Electricity Installed Capacity (MW),Solar photovoltaic,15.54,MW,IRENA,,15.54
2019,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,15.54
2019,Electricity Installed Capacity (MW),Solar photovoltaic,740.91,MW,IRENA,,378.22499999999997
2019,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,740.91
2019,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,740.91
2019,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,
2019,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,
2020,Electricity Installed Capacity (MW),Solar photovoltaic,16.844,MW,IRENA,,16.844
2020,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,16.844
2020,Electricity Installed Capacity (MW),Solar photovoltaic,837.91,MW,IRENA,,427.377
2020,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,837.91
2020,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,837.91
2020,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,
2020,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,
2021,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,
2021,Electricity Installed Capacity (MW),Solar photovoltaic,16.939,MW,IRENA,,16.939
2021,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,16.939
2021,Electricity Installed Capacity (MW),Solar photovoltaic,1060.91,MW,IRENA,,538.9245000000001
2021,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,1060.91
2021,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,1060.91
2021,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,
2021,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,
2022,Electricity Installed Capacity (MW),Solar photovoltaic,16.606,MW,IRENA,,16.606
2022,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,16.606
2022,Electricity Installed Capacity (MW),Solar photovoltaic,1226.91,MW,IRENA,,621.758
2022,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,1226.91
2022,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,1226.91
2022,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,
2022,Electricity Installed Capacity (MW),Solar photovoltaic,,MW,IRENA,,
2023,Electricity Installed Capacity (MW),Solar photovoltaic,16.606,MW,IRENA,,16.606
2023,Electricity Installed Capacity (MW),Solar photovoltaic,1226.91,MW,IRENA,7288.353607129953,621.758
2000,Electricity Installed Capacity (MW),Solid biofuels,215.6,MW,IRENA,,215.6
2000,Electricity Installed Capacity (MW),Solid biofuels,,MW,IRENA,,215.6
2001,Electricity Installed Capacity (MW),Solid biofuels,215.6,MW,IRENA,,215.6
2001,Electricity Installed Capacity (MW),Solid biofuels,,MW,IRENA,,215.6
2002,Electricity Installed Capacity (MW),Solid biofuels,221.6,MW,IRENA,,218.6
2002,Electricity Installed Capacity (MW),Solid biofuels,,MW,IRENA,,221.6
2003,Electricity Installed Capacity (MW),Solid biofuels,221.6,MW,IRENA,,221.6
2003,Electricity Installed Capacity (MW),Solid biofuels,,MW,IRENA,,221.6
2004,Electricity Installed Capacity (MW),Solid biofuels,226.6,MW,IRENA,,224.1
2004,Electricity Installed Capacity (MW),Solid biofuels,,MW,IRENA,,226.6
2005,Electricity Installed Capacity (MW),Solid biofuels,226.6,MW,IRENA,,226.6
2005,Electricity Installed Capacity (MW),Solid biofuels,,MW,IRENA,,226.6
2006,Electricity Installed Capacity (MW),Solid biofuels,226.6,MW,IRENA,,226.6
2006,Electricity Installed Capacity (MW),Solid biofuels,,MW,IRENA,,226.6
2007,Electricity Installed Capacity (MW),Solid biofuels,238.6,MW,IRENA,,232.6
2007,Electricity Installed Capacity (MW),Solid biofuels,,MW,IRENA,,238.6
